代码,名称,交易状态,方向,订单价格,订单数量,已成交@均价,操作,下单时间,订单类型,期限,盘前竞价,时段,触发价,卖空,市场,币种,订单来源,成交数量,成交价格,成交金额,成交时间,市场,币种,对手经纪,备注,交易活动费,证监会规费, 合计费用, 当前费用为实盘收费估算值，可能与实盘存在差异
MARA,MARA Holdings,全部成交,买入,18.3,200,200@18.3,,2024/10/21 13:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.3,3660,2024/10/21 13:00,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,18.4,200,200@18.36,,2024/10/21 13:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.36,3672,2024/10/21 13:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,卖出,18.6,400,400@18.6,,2024/10/21 15:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,400,18.6,7440,2024/10/21 15:48,美国市场,美元,,,0.07,0.21,0.28,
MARA,MARA Holdings,全部成交,卖出,19,400,400@19.0,,2024/10/22 11:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,400,19,7600,2024/10/22 11:04,美国市场,美元,,,0.07,0.21,0.28,
MARA,MARA Holdings,全部成交,卖出,19,200,200@19.0,,2024/10/22 11:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,19,3800,2024/10/22 11:04,美国市场,美元,,,0.03,0.11,0.14,
MARA,MARA Holdings,全部成交,买入,18.7,200,200@18.69,,2024/10/22 12:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.69,3738,2024/10/22 12:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,18.6,200,200@18.6,,2024/10/22 13:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.6,3720,2024/10/22 13:00,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,18.8,200,200@18.79,,2024/10/22 13:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.79,3758,2024/10/22 13:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,18.6,200,200@18.6,,2024/10/23 9:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.6,3720,2024/10/23 9:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,18.3,200,200@18.3,,2024/10/23 10:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.3,3660,2024/10/23 10:52,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,18.4,200,200@18.37,,2024/10/23 11:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.37,3674,2024/10/23 11:00,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,18.2,200,200@18.15,,2024/10/23 11:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.15,3630,2024/10/23 11:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,18.2,200,200@18.19,,2024/10/23 12:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.19,3638,2024/10/23 12:00,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,17.9,200,200@17.85,,2024/10/23 12:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.85,3570,2024/10/23 12:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,17.6,200,200@17.59,,2024/10/23 13:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.59,3518,2024/10/23 13:00,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,17.5,200,200@17.5,,2024/10/23 13:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.5,3500,2024/10/23 13:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,17.4,200,200@17.4,,2024/10/23 14:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.4,3480,2024/10/23 14:04,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,卖出,17.7,200,200@17.72,,2024/10/23 15:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.72,3544,2024/10/23 15:00,美国市场,美元,,,0.03,0.1,0.13,
MARA,MARA Holdings,全部撤单,买入,17.7,200,0.0@0.0,,2024/10/23 15:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,0,0,0,,美国市场,美元,,,,,,
MARA,MARA Holdings,全部成交,卖出,17.9,400,400@17.9,,2024/10/23 15:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,400,17.9,7160,2024/10/23 15:30,美国市场,美元,,,0.07,0.2,0.27,
MARA,MARA Holdings,全部成交,买入,17.9,200,200@17.9,,2024/10/23 15:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.9,3580,2024/10/23 15:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,卖出,18.5,200,200@18.5,,2024/10/24 9:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.5,3700,2024/10/24 9:30,美国市场,美元,,,0.03,0.1,0.13,
MARA,MARA Holdings,全部成交,卖出,18.5,400,400@18.5,,2024/10/24 9:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,400,18.5,7400,2024/10/24 9:30,美国市场,美元,,,0.07,0.21,0.28,
MARA,MARA Holdings,全部成交,卖出,18.5,400,400@18.5,,2024/10/24 9:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,400,18.5,7400,2024/10/24 9:30,美国市场,美元,,,0.07,0.21,0.28,
MARA,MARA Holdings,全部撤单,卖出,19,400,0.0@0.0,,2024/10/24 10:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,0,0,0,,美国市场,美元,,,,,,
MARA,MARA Holdings,全部撤单,卖出,19,400,0.0@0.0,,2024/10/24 10:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,0,0,0,,美国市场,美元,,,,,,
MARA,MARA Holdings,全部成交,买入,18.6,200,200@18.58,,2024/10/24 10:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.58,3716,2024/10/24 10:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,18.3,200,200@18.3,,2024/10/24 11:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.3,3660,2024/10/24 11:00,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,18.2,200,200@18.2,,2024/10/24 11:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.2,3640,2024/10/24 11:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,18,200,200@18.0,,2024/10/24 12:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18,3600,2024/10/24 12:01,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,18.1,200,200@18.08,,2024/10/24 12:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.08,3616,2024/10/24 12:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,17.9,200,200@17.9,,2024/10/24 13:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.9,3580,2024/10/24 13:00,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,17.8,200,200@17.8,,2024/10/24 13:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.8,3560,2024/10/24 13:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,17.8,200,200@17.79,,2024/10/24 14:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.79,3558,2024/10/24 14:00,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,卖出,18.2,400,400@18.2,,2024/10/24 15:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,400,18.2,7280,2024/10/24 15:31,美国市场,美元,,,0.07,0.2,0.27,
MARA,MARA Holdings,全部撤单,卖出,18.3,400,0.0@0.0,,2024/10/25 9:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,0,0,0,,美国市场,美元,,,,,,
MARA,MARA Holdings,全部成交,买入,17.5,200,200@17.5,,2024/10/25 10:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.5,3500,2024/10/25 10:00,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,卖出,17.9,200,200@17.91,,2024/10/25 10:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.91,3582,2024/10/25 10:30,美国市场,美元,,,0.03,0.1,0.13,
MARA,MARA Holdings,全部成交,买入,17.9,200,200@17.9,,2024/10/25 10:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.9,3580,2024/10/25 10:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,17.7,200,200@17.7,,2024/10/25 11:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.7,3540,2024/10/25 11:00,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,17.7,200,200@17.7,,2024/10/25 11:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.7,3540,2024/10/25 11:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,17.5,200,200@17.5,,2024/10/25 12:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.5,3500,2024/10/25 12:00,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,17.5,200,200@17.49,,2024/10/25 12:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.49,3498,2024/10/25 12:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,17.4,200,200@17.4,,2024/10/25 13:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.4,3480,2024/10/25 13:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,17.2,200,200@17.2,,2024/10/25 14:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.2,3440,2024/10/25 14:00,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,17.3,200,200@17.3,,2024/10/25 14:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.3,3460,2024/10/25 14:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,买入,17.2,200,200@17.19,,2024/10/25 15:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,17.19,3438,2024/10/25 15:00,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,卖出,17.8,400,400@17.8,,2024/10/28 9:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,400,17.8,7120,2024/10/28 9:30,美国市场,美元,,,0.07,0.2,0.27,
MARA,MARA Holdings,全部成交,卖出,17.8,400,400@17.8,,2024/10/28 9:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,400,17.8,7120,2024/10/28 9:30,美国市场,美元,,,0.07,0.2,0.27,
MARA,MARA Holdings,全部成交,卖出,17.8,400,400@17.8,,2024/10/28 9:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,400,17.8,7120,2024/10/28 9:30,美国市场,美元,,,0.07,0.2,0.27,
MARA,MARA Holdings,全部成交,卖出,18,400,400@18.0,,2024/10/28 10:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,400,18,7200,2024/10/28 10:00,美国市场,美元,,,0.07,0.2,0.27,
MARA,MARA Holdings,全部成交,买入,18,200,200@18.0,,2024/10/28 10:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18,3600,2024/10/28 10:00,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,卖出,18.3,400,400@18.3,,2024/10/28 11:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,400,18.3,7320,2024/10/28 11:14,美国市场,美元,,,0.07,0.2,0.27,
MARA,MARA Holdings,全部成交,买入,18,200,200@18.0,,2024/10/28 11:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18,3600,2024/10/28 11:32,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,卖出,18.3,200,200@18.3,,2024/10/28 13:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.3,3660,2024/10/28 13:09,美国市场,美元,,,0.03,0.1,0.13,
MARA,MARA Holdings,全部成交,买入,18.4,200,200@18.4,,2024/10/28 13:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.4,3680,2024/10/28 13:30,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,卖出,18.6,400,400@18.61,,2024/10/28 14:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,400,18.61,7444,2024/10/28 14:00,美国市场,美元,,,0.07,0.21,0.28,
MARA,MARA Holdings,全部成交,买入,18.6,200,200@18.6,,2024/10/28 14:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,200,18.6,3720,2024/10/28 14:00,美国市场,美元,,,0,0,0,
MARA,MARA Holdings,全部成交,卖出,18.8,400,400@18.8,,2024/10/28 15:00,限价单,当日有效,不允许,盘中,,,美国市场,美元,,400,18.8,7520,2024/10/28 15:03,美国市场,美元,,,0.07,0.21,0.28,
MARA,MARA Holdings,全部成交,卖出,18.9,400,400@18.91,,2024/10/28 15:30,限价单,当日有效,不允许,盘中,,,美国市场,美元,,400,18.91,7564,2024/10/28 15:30,美国市场,美元,,,0.07,0.21,0.28,
